id,user_id,extended_tweet_full_text,extended_tweet_full_text_duplicate,final
1.3047855993087383e+18,104475137.0,you could win a homeschool makeover just for subscribing to their youtube channel homeschooling makeover free win youtube kidsfurniture,"You could win a homeschool makeover just for subscribing to their YouTube channel! 
#homeschooling #makeover #free #win #youtube #kidsfurniture 
https://t.co/UE28PujsYz",could win homeschool makeover subscribe youtube channel homeschooling makeover free win youtube kidsfurniture
1.3047840662276014e+18,1.1482357385359114e+18,jared kushner advised  not to act on the warning about the oncoming pandemic for fear of spooking the stock market,"Jared Kushner advised @realDonaldTrump not to act on the warning about the oncoming pandemic for fear of 'spooking' the stock market.

https://t.co/AE60JdQEkX",jared kushner advise act warn oncoming pandemic fear spook stock market
1.3047475654814884e+18,1.0573868831922136e+18,this is chenle chenle always carries a mask when he goes out be like chenle wear and carry your masks,this is chenle. chenle always carries a mask when he goes out. be like chenle. wear and carry your masks. https://t.co/WXhoy0J3m5,chenle chenle always carry mask go like chenle wear carry mask
1.304727874537218e+18,1.1042926344267898e+18,my daughter is still trying to get a covid test for her daughter who has cystic fibrosishere is a screen shot of her latest requestby road 160 miles away north devon to the valleys of wales,My daughter is still trying to get a Covid test for her daughter who has Cystic Fibrosis...Here is a screen shot of her latest request..By road 160 miles away !...North Devon to the valleys of Wales ! https://t.co/yHNzxg3ldb,daughter still try get covid test daughter cystic fibrosishere screen shot late requestby road 160 mile away north devon valley wale
1.3047856234970767e+18,2597554885.0,sidharthshuklas fan asks be careful amist the pandemic the winner humbly responds and wins hearts check outbiggboss13  shehnaazgill  television,"#SidharthShukla's fan asks be careful amist the pandemic. The winner humbly responds and wins hearts. Check out!

#BiggBoss13 | #ShehnaazGill | #Television | @sidharth_shukla

https://t.co/qoVQXzCr3Q",sidharthshuklas fan asks careful amist pandemic winner humbly responds win heart check outbiggboss13 shehnaazgill television
1.304147807385903e+18,1.2968354556825147e+18,i cant wear a mask because i have breathing problems ok taehyung has a massive ass but he still wears trousers,"""i can't wear a mask because i have breathing problems"" ok taehyung has a massive ass but he still wears trousers",cant wear mask breathing problem ok taehyung massive as still wear trouser
1.3047392834886943e+18,15679641.0,5 15minute rapid covid19 tests are coming to texas,"$5, 15-minute rapid COVID-19 tests are coming to Texas https://t.co/fqoGFcU6Lf",5 15minute rapid covid19 test come texas
1.304756555863163e+18,7.779856316077466e+17,totally uneasy with all the schools opening and sports amp  activities picking up keep wearing your masks 😷i think we’re gonna be here while 😐,"Totally uneasy with all the schools opening and sports &amp;  activities picking up. 
Keep wearing your masks 😷
I think we’re gonna be here while 😐",totally uneasy school opening sport amp activity pick keep wear mask 😷i think ’ gon na 😐
1.304541779052634e+18,350822109.0,how much our population does still not know we aren’t in a pandemiccdc admitted it openly and revealed the 190k number is boguscloser to 10kit breaks my heart how many people have been driven away from critical thinking amp basic reading due to fear the media did this,"How much our population does still not know we aren’t in a pandemic?

CDC admitted it openly and revealed the 190k number is bogus

Closer to 10k

It breaks my heart how many people have been driven away from critical thinking &amp; basic reading due to fear 

The media did this",much population still know ’ pandemiccdc admit openly reveal 190k number boguscloser 10kit break heart many people driven away critical think amp basic reading due fear medium
1.3044972080001638e+18,8.51475675152306e+17,📢 deadline klaxon 📢 last chance to enter our backtoschool competition 📚📚📚 one lucky school library will win this fab bundle of books 1 follow us 2 retweet the pinned tweet on our profilekidsbooks win,"📢 DEADLINE KLAXON 📢 Last chance to enter our #backtoschool competition! 📚📚📚 One lucky school library will win this fab bundle of books. 
1. Follow us @parrot_street
2. Retweet the pinned tweet on our profile
#kidsbooks #win https://t.co/wOb727kOUO",📢 deadline klaxon 📢 last chance enter backtoschool competition 📚📚📚 one lucky school library win fab bundle book 1 follow u 2 retweet pin tweet profilekidsbooks win
1.3046862645668495e+18,1381088924.0,mcconnells skinny covid bill which helps the coal industry more than hungry americans fails in the senate,"McConnell's 'Skinny' COVID Bill, Which Helps The Coal Industry More Than Hungry Americans, Fails In The Senate https://t.co/MLjxDNbfo3",mcconnells skinny covid bill help coal industry hungry american fails senate
1.3047748838350848e+18,25320639.0,important podcast  4 mds explain government interference in the covid19 practice of medicine  interfering with mdpatient relationship issues hcq masks amp social distancing making covid cause of death,"Important podcast - 4 MDs explain government interference in the #Covid_19 practice of medicine - interfering with MD/patient relationship https://t.co/l1SOGSWRs7 Issues: HCQ, masks &amp; ""social distancing,"" making #COVID cause of death @realDonaldTrump",important podcast 4 md explain government interference covid19 practice medicine interfere mdpatient relationship issue hcq mask amp social distance make covid cause death
1.3045291270813e+18,1365012469.0,do you think that we will ever have a remembrance day for all of the people who died from covid,Do you think that we will ever have a remembrance day for all of the people who died from COVID?,think ever remembrance day people die covid
1.304774580167467e+18,1.1439218237358284e+18,our pandemic in an island nutshell cases are in lowerincome people who share transportation to work in construction cleaning landscaping response protect and support them no restrict their trades police parks and scold people for having parties,"Our pandemic in an island nutshell. Cases are in lower-income people who share transportation to work in construction, cleaning, landscaping. Response: protect and support them? No, restrict their trades, police parks, and scold people for having parties. 
https://t.co/04AMw4uclU",pandemic island nutshell case lowerincome people share transportation work construction cleaning landscape response protect support restrict trade police park scold people party
1.304661011287343e+18,49210987.0,i like the swedish model it seems to be the only ones that have the virus under control rather than trying to have their citizens under control,"@roccogalatilaw I like the Swedish Model. It seems to be the only ones that have the Virus under control, rather than trying to have their citizens under control...",like swedish model seem one virus control rather try citizen control
1.304785655977988e+18,149249831.0,how many hillary’s emails of people have died of covid now,How many Hillary’s emails of people have died of COVID now https://t.co/ZzZM2hzeLA,many hillary ’ email people die covid
1.304484492611129e+18,8.362266872726323e+17,want these updates — and a preview of what’s coming next — sent directly to your inbox we launched covid19 oversight news a weekly newsletter dedicated to updating you on the latest developments in coronavirus oversight sign up here,"Want these updates — and a preview of what’s coming next — sent directly to your inbox? We launched Covid-19 Oversight News, a weekly newsletter dedicated to updating you on the latest developments in coronavirus oversight. Sign up here: 
https://t.co/5Ay4nQwXbx https://t.co/nSJQ1ADplk",want update — preview ’ come next — sent directly inbox launch covid19 oversight news weekly newsletter dedicate update late development coronavirus oversight sign
1.3047170998274253e+18,1465875630.0,flu and pneumonia killed ten times as many brits as covid last week,Flu and pneumonia killed TEN TIMES as many Brits as Covid last week https://t.co/86ZSB3lrRH,flu pneumonia kill ten time many brit covid last week
1.3047657018744955e+18,474262342.0,in april white house pandemic advisor dr scott atlas wrote “the data was in” and “the tragedy of the covid19 pandemic appears to be entering the containment phase”has he apologized yet for this disinformation,"@SWAtlasHoover In April, White House pandemic Advisor Dr Scott Atlas wrote “the data was in” and “The tragedy of the COVID-19 pandemic appears to be entering the containment phase.”

Has he apologized yet for this disinformation? https://t.co/L6rAQaHU2y",april white house pandemic advisor dr scott atlas write “ data ” “ tragedy covid19 pandemic appear enter containment phase ” apologize yet disinformation
1.3047842191393175e+18,167328705.0,it’s important to keep yourself and others secured from corona glimpses from today’s mask distributionmaskpehnoindiastaysafe,"It’s important to keep yourself and others secured from #Corona .

Glimpses from Today’s mask distribution.
#MaskPehnoIndia
#StaySafe https://t.co/8JWTir6EaB",’ important keep others secure corona glimpse today ’ mask distributionmaskpehnoindiastaysafe
1.3047595635481108e+18,81741855.0,the failure of leadership is overwhelming a deadly pandemic devastating wildfires rising fascismwe have one more chance to set things right it will take massive voter turnout amp crushing defeat of trump  amp the gop it will take dedicated citizens demanding good governance,"The failure of leadership is overwhelming: a deadly pandemic, devastating wildfires, rising fascism.

We have one more chance to set things right. It will take massive voter turnout &amp; crushing defeat of Trump  &amp; the GOP. It will take dedicated citizens demanding good governance.",failure leadership overwhelm deadly pandemic devastate wildfire rise fascismwe one chance set thing right take massive voter turnout amp crush defeat trump amp gop take dedicate citizen demand good governance
1.3047852079464038e+18,3099486241.0,bollywood actress himanishivpuri has tested positive for the coronavirus,"Bollywood actress #HimaniShivpuri has tested positive for the coronavirus

https://t.co/F4OIPCcEJS",bollywood actress himanishivpuri test positive coronavirus
1.3046625607428956e+18,7.763818508644065e+17,i’ve been watching with increasing concern at the trend of new daily diagnoses of covid19 in india over the past two weeks to me this reflects general public mood which seems to have begun to ignore the threat this virus poses thread,"I’ve been watching with increasing concern at the trend of new daily diagnoses of COVID-19 in India over the past two weeks. To me, this reflects general public mood which seems to have begun to ignore the threat this virus poses. Thread https://t.co/aGU6fxHRkc",’ watch increase concern trend new daily diagnosis covid19 india past two week reflect general public mood seem begin ignore threat virus pose thread
1.3047821703309353e+18,142234626.0,with 4 of the worlds population the us has 23 of covid cases and 21 of covid deaths one of the major contributors to those tragic numbers is our forprofit healthcare system we need a healthcare system that puts people not profits first we need medicareforall,"With 4% of the world's population, the US has 23% of COVID cases and 21% of COVID deaths. One of the major contributors to those tragic numbers is our for-profit healthcare system. We need a healthcare system that puts people, not profits first. We need #MedicareForAll https://t.co/vIdDNiKejA",4 world population u 23 covid case 21 covid death one major contributor tragic number forprofit healthcare system need healthcare system put people profit first need medicareforall
1.3047821869194527e+18,18329263.0,delhineed blood type   abpositiveat  agrasen hospital rohiniblood component  need plasma from abve covid19 recovered patientprimary number  9999839166via bloodmatterspowered by twitter,"#Delhi
Need #Blood Type :  AB-positive
At : Agrasen Hospital, Rohini
Blood Component : Need Plasma from AB+ve #COVID19 recovered patient.
Primary Number : 9999839166
Via: @jeasbe
#BloodMatters
Powered by Twitter https://t.co/xwfyp2AR42",delhineed blood type abpositiveat agrasen hospital rohiniblood component need plasma abve covid19 recover patientprimary number 9999839166via bloodmatterspowered twitter
1.3046784120412897e+18,1.268910129640022e+18,worldpraisepmikpolicies kuwait agreed to give jobs to pakistan doctors and nurses despite covid19 our global ties are strong,"#WorldPraisePMIKPolicies 
Kuwait agreed to give jobs to Pakistan doctors and nurses. Despite Covid-19 our global ties are strong.
@Me___Maryam",worldpraisepmikpolicies kuwait agree give job pakistan doctor nurse despite covid19 global tie strong
1.3042743415600292e+18,146290693.0,a limited number of fans attend a football game during a pandemic and a majority of those fans loudly boo during “a moment of silence dedicated to the ongoing fight for equality in our country “  all on the night before the 19th anniversary of 911 that’s where we are at,"A limited number of fans attend a football game during a pandemic, and a majority of those fans LOUDLY BOO during “A moment of silence dedicated to the ongoing fight for equality in our country. “  All on the night before the 19th anniversary of 9/11. That’s where We are at.",limited number fan attend football game pandemic majority fan loudly boo “ moment silence dedicate ongoing fight equality country “ night 19th anniversary 911 ’
1.3045933534477476e+18,872693474.0,this is how you amp your love one go out amp about safely all masked up doing what we need to do to stay safe amp covid free so please everybody wear your mask baby baaby💯💪,"THIS IS HOW YOU &amp; YOUR LOVE ONE GO OUT &amp; ABOUT SAFELY ALL MASKED UP DOING WHAT WE NEED TO DO TO STAY SAFE &amp; COVID FREE. SO PLEASE EVERYBODY ""WEAR YOUR MASK"" BABY BAABY💯💪 https://t.co/TgCTARrW8h",amp love one go amp safely masked need stay safe amp covid free please everybody wear mask baby baaby💯💪
1.304627855452586e+18,49923337.0,maharashtra is the world’s worsthit covid statethe govt let its ego get the better of it to selectively target an actorwho then used it to the hilt the attack on the navy veteran ws beyond the paleshiv sena continues to do in power what it did in oppn legitimise hooliganism,"Maharashtra is the world’s worst-hit COVID state.The govt let its ego get the better of it to selectively target an actor,who then used it to the hilt. The attack on the Navy veteran ws beyond the pale.Shiv Sena continues to do in power what it did in oppn- legitimise hooliganism https://t.co/VtI4UvYIJ5",maharashtra world ’ worsthit covid statethe govt let ego get well selectively target actorwho use hilt attack navy veteran w beyond paleshiv sena continue power oppn legitimise hooliganism
1.3039846158756372e+18,17477864.0,gop has become the government of pandemicmaga means more american graves aheadremember the rhymetrump liedamericans diedrepublicans hidegop maga trumpliedamericansdied heknew trumpknew woodwardtapes trumptapes resignnowtrump,"GOP has become the Government Of Pandemic

MAGA means More American Graves Ahead

Remember the rhyme:

Trump Lied
Americans Died
Republicans Hide

#GOP #MAGA #TrumpLiedAmericansDied #HeKnew #TrumpKnew #WoodwardTapes #TrumpTapes #ResignNowTrump",gop become government pandemicmaga mean american graf aheadremember rhymetrump liedamericans diedrepublicans hidegop maga trumpliedamericansdied heknew trumpknew woodwardtapes trumptapes resignnowtrump
1.3047786931481068e+18,936981026.0,motherfuckers do not respond to a pandemic they dont respond to their own literal state burning down they dont respond to voters own desires and they certainly dont respond to peaceful protest theres an obvious answer what happens but youre not allowed to say it,"motherfuckers do not respond to a pandemic, they don't respond to their own literal state burning down, they don't respond to voters own desires, and they certainly don't respond to peaceful protest. there's an obvious answer what happens, but you're not allowed to say it",motherfucker respond pandemic dont respond literal state burning dont respond voter desire certainly dont respond peaceful protest there obvious answer happens youre allow say
1.3044258802745876e+18,2629628787.0,5 yr old son has covid symptoms tried booking every 10 mins since weds afternoon  3 days later and i still cant book a test somewhere i can get to and no home testing kits available im also on the ecv list amp was a shielder what is going on,"5 yr old son has Covid symptoms, tried booking every 10 mins since Weds afternoon - 3 days later and I still can't book a test somewhere I can get to and no home testing kits available. I'm also on the ECV list &amp; was a shielder. What is going on @MattHancock?",5 yr old son covid symptom try book every 10 min since wed afternoon 3 day later still cant book test somewhere get home test kit available im also ecv list amp shielder go
1.3047810055811686e+18,49842790.0,wednesday trump said he downplayed covid bc he didn’t want to “create panic” and didn’t “want people to be frightened”thursday trump tweeted if i dont win americas suburbs will be overrun w low income projects anarchists agitators looters”,"Wednesday, Trump said he downplayed Covid b/c he didn’t want to “create panic” and didn’t “want people to be frightened.”

Thursday, Trump tweeted: ""If I don't win, America's Suburbs will be OVERRUN w/ Low Income Projects, Anarchists, Agitators, Looters!”
https://t.co/UiFBd9phQy",wednesday trump say downplayed covid bc ’ want “ create panic ” ’ “ want people frighten ” thursday trump tweet dont win america suburb overrun w low income project anarchist agitator looter ”
1.304764099335725e+18,104354561.0,why is the education funding model the same during a pandemicwhy are classes being collapsed and reorganized to maintain caps instead of allowing room for distancing and returning students,"Why is the education funding model the same during a pandemic???
Why are classes being collapsed and reorganized to maintain caps instead of allowing room for distancing and returning students? @Sflecce  @OntarioSafe @Markus4Ward2 @ONT_Dad 
@normsworld @mariarizzo @fordnation",education funding model pandemicwhy class collapse reorganize maintain cap instead allow room distance return student
1.3045603320908677e+18,33908800.0,interesting timing la county schools wont reopen until after the election health director says foxnews,"Interesting 'timing.' #LA County schools won't reopen until 'after the #election,"" health director says https://t.co/YLWmspmCPb #FoxNews",interest timing la county school wont reopen election health director say foxnews
1.304763385532252e+18,168090600.0,3500 infections now daily 620 schools infected with coronavirusno ifs or buts this is a moral crime committed by those mps who voted to send kids back to school with no protections in place while voting social distancing for mps until november you are 100 responsible,"3,500 infections now daily, 620 schools infected with Coronavirus.

No ifs, or buts, this is a moral crime committed by those MPs who voted to send kids back to school with no protections in place while voting social distancing for MPs until November. 

You are 100% responsible.",3500 infection daily 620 school infect coronavirusno ifs buts moral crime commit mp vote send kid back school protection place voting social distance mp november 100 responsible
1.3043923330274017e+18,14267557.0,watch trump fans give cnns jim  jawdropping reasons why theyre not wearing masks at packed rally,WATCH: Trump Fans Give CNN's Jim @Acosta Jaw-Dropping Reasons Why They're Not Wearing Masks at Packed Rally https://t.co/hNcXv52zDL https://t.co/lEwNNEzgdt,watch trump fan give cnns jim jawdropping reason theyre wear mask packed rally
1.304782446764974e+18,316167614.0,gladyslinaresvenceremoselbloqueopetrolero quedateencasa             👇👇👇👇👇👇👇,"gladyslinares@gladyslinares1
#VenceremosElBloqueoPetrolero 
#QuedateEnCasa 
@PresidencialVE 
@Mippcivzla 
@NicolasMaduro 
@CarlosO28859673 
@TamaraGuerraCu 
@DavidPorCuba 
@Franyel32884488 
@DavidRo980219 
@Zabalabelkys 
@RayCarima 
@mercedeslouzaod 
@pcanelon86 
👇👇👇👇👇👇👇 https://t.co/ZWpzNDSuxw",gladyslinaresvenceremoselbloqueopetrolero quedateencasa 👇👇👇👇👇👇👇
1.3047843017418916e+18,1.1910177484841165e+18,alberta no more singing no blowing  wind instruments 😂😂😂 and wear a mask while screwing  only in the gloryhole 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 jfc  this is all becoming hilarious and yet snotty noses scratchy throats will still be tested 🐑🐑🐑🐑🐑🐑🐑,Alberta!!!!! No more singing!! No blowing .... wind instruments 😂😂😂 and wear a mask while screwing .... only in the gloryhole!! 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 JFC  this is all becoming hilarious and yet snotty noses scratchy throats will still be tested!! 🐑🐑🐑🐑🐑🐑🐑,alberta sing blowing wind instrument 😂😂😂 wear mask screw gloryhole 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 jfc become hilarious yet snotty nose scratchy throat still test 🐑🐑🐑🐑🐑🐑🐑
1.30469935941043e+18,7.105828274153718e+17,we’ve introduced covidswans to campus to enforce face coverings,We’ve introduced Covid-swans to campus to enforce face coverings. https://t.co/RJ0vda7SGF,’ introduce covidswans campus enforce face covering
1.304483781160702e+18,20363096.0,can’t believe it’s nearly lockdown again already swear it gets earlier and earlier every year i walked past a house earlier and he was already watching tiger king and downloading house party its only september ffs for me lockdown doesn’t start until i see my 1st banana bread,Can’t believe it’s nearly lockdown again already. Swear it gets earlier and earlier every year. I walked past a house earlier and he was already watching tiger king and downloading house party. ITS ONLY SEPTEMBER FFS. For me lockdown doesn’t start until I see my 1st banana bread,’ believe ’ nearly lockdown already swear get earlier earlier every year walk past house earlier already watch tiger king download house party september ffs lockdown ’ start see 1st banana bread
1.304680054551728e+18,55060090.0,gop senator breaks with trump says american people can take hard facts about covid,"GOP Senator Breaks With Trump, Says 'American People Can Take Hard Facts' About COVID https://t.co/tMOlJZQlLP",gop senator break trump say american people take hard fact covid
1.3043728903479951e+18,1917731.0,cdc report dining out increases risk of contracting coronavirus more than other activities,CDC report: dining out increases risk of contracting coronavirus more than other activities https://t.co/O8VelhsK47 https://t.co/DJI0e7WJiX,cdc report din increase risk contract coronavirus activity
1.304629852281008e+18,1.191935744220246e+18,september 11 updates on ccp virus pandemic via,September 11 Updates On CCP Virus Pandemic https://t.co/XJAfFDNwnj via @Gnews202064,september 11 update ccp virus pandemic via
1.3045143355705713e+18,43910797.0,over 1200 workers infected amp four died from covid19 at smithfields plant this spring the trump admin finally fined smithfield  and how much did they make the worlds largest pork processor pay a paltry 13494  10 per infected worker,"Over 1,200 workers infected &amp; four died from COVID-19 at Smithfield's plant this spring.
 
The Trump Admin FINALLY fined Smithfield - and how much did they make the world's largest pork processor pay?
 
A paltry $13,494 - $10 per infected worker.
https://t.co/gMUFYY6Boz",1200 worker infect amp four die covid19 smithfields plant spring trump admin finally fin smithfield much make world large pork processor pay paltry 13494 10 per infect worker
1.3047850433703035e+18,4860357914.0,chinese virologist claims she has proof covid19 was made in wuhan lab via,Chinese virologist claims she has proof COVID-19 was made in Wuhan lab https://t.co/AB7PauCL1T via @nypost,chinese virologist claim proof covid19 make wuhan lab via
1.3045357843352494e+18,17469289.0,chinese virologist claims she has proof covid19 was made in wuhan lab,Chinese virologist claims she has proof COVID-19 was made in Wuhan lab https://t.co/4ZpArNYhAc https://t.co/pcdwvEonzs,chinese virologist claim proof covid19 make wuhan lab
1.3045992829184614e+18,9.374752411310858e+17,if 1 in 4 girls are sexually abused exploited and boys are 1 in 6 i say we have a pandemic of pedophilia running rampant around the world saveourchildrenworldwide kids         🦋,"@thatkidwho @SydneyLWatson IF 1 IN 4 GIRLS ARE SEXUALLY ABUSED/ EXPLOITED AND BOYS ARE 1 IN 6, I SAY WE HAVE A PANDEMIC OF PEDOPHILIA RUNNING RAMPANT AROUND THE WORLD. #SaveOurChildrenWorldwide #Kids @netflix @teresajhelm @ArtisticBlower @elizableu @Jena_LisaJ @pinkPeptobismol @MichelleLicata8 @zjcat7 🦋",1 4 girl sexually abuse exploit boy 1 6 say pandemic pedophilia run rampant around world saveourchildrenworldwide kid 🦋
1.3046834351983575e+18,271277834.0,never forget that 192000 americans have died from covid under trump ignoring a pandemic trumpdoesntcare,"@jchaltiwanger Never forget that 192,000 Americans have died from COVID under tRump ignoring a pandemic. #TrumpDoesntCare https://t.co/i6sP43F6p9",never forget 192000 american die covid trump ignore pandemic trumpdoesntcare
1.3043706670102282e+18,33915298.0,we are reporting nearly 1 lakh covid cases everyday and more than 1000 indians are dying everyday of the virus why is it then that nobody seems interested or concerned with information on covid19,"We are reporting nearly 1 lakh COVID cases everyday and more than 1000 Indians are dying everyday of the virus. 

Why is it then, that nobody seems interested or concerned with information on COVID19?",reporting nearly 1 lakh covid case everyday 1000 indian die everyday virus nobody seem interested concerned information covid19
1.304496035889324e+18,2485527848.0,there is no tired like endoftheweek pandemic teaching tired,There is no tired like end-of-the-week pandemic teaching tired.,tire like endoftheweek pandemic teach tire
1.304547787464487e+18,275276082.0,icymi  mystery as joe biden tweeted about the pandemic six months before america’s pandemic and even before covid19 in china,ICYMI - Mystery as Joe Biden Tweeted About the Pandemic Six Months Before America’s Pandemic and Even BEFORE COVID-19 in China https://t.co/HNKq8yMC8W,icymi mystery joe biden tweet pandemic six month america ’ pandemic even covid19 china
1.2913379290218496e+18,1445111881.0,i have an idea the trump supporters will get the hydroxychloroquine and the democrats will get the bill gates vaccine can i get a retweet🙋🏻‍♀️,"I have an idea!! 

The Trump supporters will get the Hydroxychloroquine and the Democrats will get the Bill Gates Vaccine! 
Can I get a retweet🙋🏻‍♀️",idea trump supporter get hydroxychloroquine democrat get bill gate vaccine get retweet🙋🏻‍♀️
1.304723717830906e+18,1.261454560738054e+18,who are the three million still excluded from any meaningful covid19 government support here is the breakdown   are you one of the excludedexcludeduk wearenotgoingaway relentless,"Who are the three million still #Excluded from any meaningful Covid-19 Government support? Here is the breakdown ... https://t.co/6xn8cdNOf3  Are you one of the excluded?

#ExcludedUK #wearenotgoingaway #relentless",three million still exclude meaningful covid19 government support breakdown one excludedexcludeduk wearenotgoingaway relentless
1.3047676047210988e+18,248212617.0,everyone take a breath oxford vaccine trail will resume per university press release independent committee and mhra give green light as they note 18000 people have received the vaccine—“in large trials such as this it is expected that some participants will become unwell”,"Everyone take a breath. Oxford vaccine trail will resume, per university press release. Independent committee and MHRA give green light. As they note, 18000 people have received the vaccine—“in large trials such as this, it is expected that some participants will become unwell.”",everyone take breath oxford vaccine trail resume per university press release independent committee mhra give green light note 18000 people receive vaccine— “ large trial expect participant become unwell ”
1.301557560516907e+18,3311460361.0,godmorningthursday godkabirrealsavior श्राद्धपूजाक्याहै trueworshipcuresdiseases covid19 bbnaijia2020 عايض cantgagssrcoverage shameonaajtak sameonsanjayraut must listen satsang on 8th september 2020notimetodie kanganaranaut,"#GodMorningThursday 
#GodKabir_RealSavior 
#श्राद्धपूजा_क्या_है 
#TrueWorship_CuresDiseases 
#Covid_19 
#BBNaijia2020 
#عايض 
#CantGagSSRCoverage 
#ShameOnAajTak 
#SameOnSanjayRaut 
Must Listen Satsang on 8th September 2020
#NoTimeToDie 
#KanganaRanaut https://t.co/7cCIBNpYNo",godmorningthursday godkabirrealsavior श्राद्धपूजाक्याहै trueworshipcuresdiseases covid19 bbnaijia2020 عايض cantgagssrcoverage shameonaajtak sameonsanjayraut must listen satsang 8th september 2020notimetodie kanganaranaut
1.3047676368913408e+18,2294172542.0,covid19india case fatality rate in small states and uts,#COVID19India Case fatality rate in small states and UTs: https://t.co/VgZdQpfaaX,covid19india case fatality rate small state ut
1.3045606735658063e+18,7.809556093948846e+17,this turd with his sequin mask was asked several times by flight staff to place it over his face he refused looking at them as if he barely tolerated their gall to even address his highness so i figured some shaming was in orderflight ua1729 friday 9112020seat 37a,"This turd with his sequin mask was asked several times by flight staff to place it over his face. He refused, looking at them as if he barely tolerated their gall to even address his highness. So I figured some shaming was in order

Flight: UA1729 Friday, 9/11/2020

Seat: 37A https://t.co/ZR5XfsSQFh",turd sequin mask ask several time flight staff place face refuse look barely tolerate gall even address highness figure sham orderflight ua1729 friday 9112020seat 37a
1.3047790595372933e+18,14173315.0,4 out of 26 college athletes had signs of heart inflammation after recovering from coronavirus small study finds,"4 out of 26 college athletes had signs of heart inflammation after recovering from coronavirus, small study finds. https://t.co/DCf8lJMCj9",4 26 college athlete sign heart inflammation recover coronavirus small study find
1.3038499912875622e+18,1171109054.0,past 12 hours on threats to americans1 woodward tape trump hid covid threat from public2 whistleblower dhs pushed intel analysts to lie about white supremacist threat to american citizens3 whistleblower dhs pushed intel analysts to lie about russian threat,"Past 12 hours on threats to Americans

1. Woodward tape: Trump hid covid threat from public

2. Whistleblower: DHS pushed intel analysts to lie about White supremacist threat to American citizens

3. Whistleblower: DHS pushed intel analysts to lie about Russian threat",past 12 hour threat americans1 woodward tape trump hid covid threat public2 whistleblower dhs push intel analyst lie white supremacist threat american citizens3 whistleblower dhs push intel analyst lie russian threat
1.302163915707691e+18,157009365.0,the fight against the virus becomes personal,The fight against the virus becomes personal.... https://t.co/ybVdZ7vdiY,fight virus becomes personal
1.304540396731732e+18,349725447.0,5 things i’m looking forward to doing now lockdown is easing 🧡   theblognetwork,"5 things I’m looking forward to doing now lockdown is easing 🧡

https://t.co/kfkqVrqMpr

@LovingBlogs @cosyblogclub @sotonbloggers #TheBlogNetwork https://t.co/OLtYdMbjUn",5 thing ’ look forward lockdown ease 🧡 theblognetwork
1.3046842373129787e+18,1.0648397064358788e+18,for efl bachillerato tomorrow a teded lesson i have created to share with docentes the pandemic is a portal by arundhati roy via    educacio docentes edchateu globalgoals sdgs educacion clil,For #EFL Bachillerato tomorrow! A TedEd lesson i have created to share with #docentes. The Pandemic is A Portal by Arundhati Roy https://t.co/f1B1UjTMY0 via @TED_ED @TheWorldsLesson @teachsdgs #educacio #docentes #EdChatEU #globalgoals #sdgs #Educacion #CLIL @feducaydesarrol,efl bachillerato tomorrow teded lesson create share docentes pandemic portal arundhati roy via educacio docentes edchateu globalgoals sdgs educacion clil
1.304493179014701e+18,1.285578010377302e+18,sad about the virus still being very much present and deadly don’t ignore the fact the president of the us admitted he knew it was coming knew it was deadly knew it was airborne and dismissed it he’s supposed to keep the american citizens safe but here we are,"sad about the virus still being very much present and deadly? don’t ignore the fact the PRESIDENT OF THE U.S. admitted he knew it was coming, knew it was deadly, knew it was airborne, and dismissed it. he’s supposed to keep the american citizens safe. but here we are",sad virus still much present deadly ’ ignore fact president u admit knew come knew deadly knew airborne dismiss ’ suppose keep american citizen safe
1.3047743509948987e+18,1204098331.0,record 1698 covid19 cases in a day take jampk tally past 52000,"Record 1698 COVID-19 cases in a day take J&amp;K tally past 52,000 https://t.co/yEZH8vWx6m",record 1698 covid19 case day take jampk tally past 52000
1.3042162405802598e+18,272837956.0,doesn’t really surprise me that people who think attending a sporting event amidst covid is a good idea would also boo a moment of racial unity still disheartening nfl kansascitychiefs,"Doesn’t really surprise me that people who think attending a sporting event amidst COVID is a good idea, would ALSO boo a moment of racial unity. Still, disheartening. #NFL #KansasCityChiefs",’ really surprise people think attend sport event amidst covid good idea would also boo moment racial unity still dishearten nfl kansascitychiefs
1.3047828748270428e+18,1.1073670562806824e+18,whole world starts wearing mask amp using sanitizer after spreading of corona virus,Whole world starts wearing mask &amp; using sanitizer after spreading of Corona virus : https://t.co/dGzZM302m1,whole world start wear mask amp use sanitizer spread corona virus
1.3045165633667072e+18,136349004.0,importance of a mask effective illustration covid19uk,"Importance of a mask 
Effective illustration... #Covid19UK https://t.co/zSJe95QR2p",importance mask effective illustration covid19uk
1.3047134578419548e+18,296589974.0,just remembered that i did vigilante work for my area during lockdown what a year 😭😭😭,Just remembered that I did vigilante work for my area during lockdown. What a year. 😭😭😭,remember vigilante work area lockdown year 😭😭😭
